Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,salary
BMW X6 xDrive30d,Hyderabad,2011,76000,Diesel,Automatic,First,11.2 kmpl,2993 CC,241 bhp,4.0,20.923925838705024
Mahindra KUV 100 D75 K8 5Str,Delhi,2017,17700,Diesel,Manual,First,25.32 kmpl,1198 CC,77 bhp,5.0,5.593153481961561
Nissan Micra Diesel XV,Kochi,2014,82267,Diesel,Manual,First,23.08 kmpl,1461 CC,63.1 bhp,5.0,3.399723772860286
Honda City i VTEC CVT VX,Kochi,2018,27041,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,5.0,8.926152804293393
Maruti Alto K10 VXI,Bangalore,2014,63000,Petrol,Manual,Second,24.07 kmpl,998 CC,67.1 bhp,5.0,3.1054737388900016
Maruti Wagon R VXI Minor,Hyderabad,2008,61000,Petrol,Manual,First,18.9 kmpl,1061 CC,67 bhp,5.0,1.87954285107274
Mahindra TUV 300 2015-2019 T8,Kochi,2018,28466,Diesel,Manual,First,18.49 kmpl,1493 CC,100 bhp,7.0,7.8427873616511175
Hyundai Santro LS zipPlus,Kolkata,2002,80000,Petrol,Manual,First,0.0 kmpl,1086 CC,null bhp,5.0,0.8861829580559872
Hyundai EON Era Plus,Delhi,2013,35373,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5.0,2.691496847649434
Tata New Safari DICOR 2.2 EX 4x2,Jaipur,2014,51000,Diesel,Manual,First,11.57 kmpl,2179 CC,138.1 bhp,7.0,7.941839139759804
Audi A6 2011-2015 2.0 TDI,Mumbai,2013,49000,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5.0,18.592646004103337
Nissan Sunny Diesel XV,Kolkata,2015,41000,Diesel,Manual,First,22.71 kmpl,1461 CC,84.8 bhp,5.0,4.691455662269671
Toyota Innova 2.5 G4 Diesel 7-seater,Bangalore,2011,82831,Diesel,Manual,Second,12.8 kmpl,2494 CC,102 bhp,7.0,5.728037695969613
Honda City 1.5 E MT,Mumbai,2010,52000,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5.0,3.0033633337830663
Maruti Swift VDI BSIV,Hyderabad,2015,39736,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5.0,4.623604353269546
Renault Duster 110PS Diesel RxL,Mumbai,2014,26500,Diesel,Manual,First,19.01 kmpl,1461 CC,108.45 bhp,5.0,6.367422884832773
Maruti Dzire VXI,Mumbai,2010,40000,Petrol,Manual,First,22.0 kmpl,1197 CC,81.80 bhp,5.0,2.186019882963228
Jeep Compass 2.0 Limited Option 4X4,Coimbatore,2019,5752,Diesel,Manual,First,16.3 kmpl,1956 CC,170 bhp,5.0,19.15822672745513
Nissan Terrano XV D Pre,Chennai,2015,54000,Diesel,Manual,Second,19.64 kmpl,1461 CC,108.5 bhp,5.0,6.326235739703679
Maruti Wagon R LXI,Kolkata,2014,54841,Petrol,Manual,First,22.5 kmpl,998 CC,67.04 bhp,5.0,3.14008712957859
Ford Ecosport 1.5 DV5 MT Titanium,Hyderabad,2014,34000,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5.0,6.227369920926955
Honda Brio E MT,Ahmedabad,2012,16000,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5.0,2.8319110751349417
Ford Fiesta 1.4 SXi TDCi,Pune,2009,134000,Diesel,Manual,First,17.8 kmpl,1399 CC,null bhp,5.0,2.4680043904656146
Skoda Superb L&K 2.0 TDI AT,Mumbai,2017,24000,Diesel,Automatic,First,18.19 kmpl,1968 CC,174.5 bhp,5.0,28.740691492200206
Mahindra Xylo E8,Bangalore,2013,60000,Diesel,Manual,First,14.0 kmpl,2498 CC,112 bhp,8.0,6.5726348256524405
Hyundai EON 1.0 Era Plus,Kochi,2015,58469,Petrol,Manual,First,20.3 kmpl,998 CC,68.05 bhp,5.0,3.264091867554259
Volkswagen Polo Diesel Highline 1.2L,Pune,2011,110000,Diesel,Manual,Second,22.07 kmpl,1199 CC,73.9 bhp,5.0,3.3001251833390226
Hyundai Elantra 2.0 SX Option AT,Kochi,2018,21127,Petrol,Automatic,First,14.62 kmpl,1999 CC,149.92 bhp,5.0,21.30945481597128
Toyota Innova 2.0 V,Pune,2013,56000,Petrol,Manual,First,12.4 kmpl,1998 CC,132 bhp,8.0,7.551614582290071
Mahindra Xylo H9,Mumbai,2014,101000,Diesel,Manual,First,14.02 kmpl,2179 CC,118.3 bhp,8.0,6.96675658346599
Hyundai i20 1.2 Magna Executive,Hyderabad,2018,13664,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,7.257350895461737
Renault Duster Adventure Edition,Mumbai,2014,65371,Diesel,Manual,First,19.01 kmpl,1461 CC,108.45 bhp,5.0,6.459727355316009
Hyundai Verna VTVT 1.6 SX,Delhi,2014,70428,Petrol,Manual,First,17.0 kmpl,1591 CC,121.3 bhp,5.0,5.900021069705583
Hyundai Verna 1.6 CRDI,Bangalore,2012,69010,Diesel,Manual,First,22.32 kmpl,1582 CC,126.3 bhp,5.0,6.027419086019461
Maruti Alto 800 2016-2019 LXI,Kolkata,2017,68000,Petrol,Manual,First,24.7 kmpl,796 CC,47.3 bhp,5.0,3.2257676748646205
Nissan Sunny 2011-2014 Diesel XL,Kolkata,2012,45000,Diesel,Manual,First,21.64 kmpl,1461 CC,84.8 bhp,5.0,4.052156978615499
Maruti Swift Dzire Vdi BSIV,Ahmedabad,2017,55945,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,5.0,5.491663609025837
Chevrolet Sail Hatchback LS ABS,Hyderabad,2013,70000,Diesel,Manual,First,22.1 kmpl,1248 CC,76.9 bhp,5.0,2.614076718051307
Maruti Wagon R LXI,Mumbai,2014,12000,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5.0,2.9032581245577544
Toyota Corolla Altis VL AT,Coimbatore,2019,10660,Petrol,Automatic,First,14.28 kmpl,1798 CC,138.03 bhp,5.0,16.43308651557914
Toyota Etios G,Delhi,2012,52052,Petrol,Manual,First,16.78 kmpl,1496 CC,88.73 bhp,5.0,3.993653555914591
Mercedes-Benz New C-Class 220 CDI AT,Chennai,2012,62940,Diesel,Automatic,Second,14.84 kmpl,2143 CC,170 bhp,5.0,13.544998458546939
Hyundai Santro Xing GL Plus,Kolkata,2012,102000,Petrol,Manual,First,17.92 kmpl,1086 CC,62.1 bhp,5.0,2.1384608212414817
Volkswagen Vento Diesel Highline,Chennai,2012,60000,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,5.0,4.488397822851285
Nissan Sunny 2011-2014 XL AT Special Edition,Pune,2013,66000,Petrol,Automatic,First,17.97 kmpl,1498 CC,99.6 bhp,5.0,4.4760157087268615
Honda Brio 1.2 VX MT,Hyderabad,2012,41000,Petrol,Manual,First,18.5 kmpl,1198 CC,86.8 bhp,5.0,2.5979573139163206
Honda CR-V 2.4 4WD AT,Chennai,2005,135000,Petrol,Automatic,Third,10.1 kmpl,2354 CC,152 bhp,5.0,3.9441424871401205
Honda City 1.5 S AT,Pune,2012,72000,Petrol,Automatic,First,16.8 kmpl,1497 CC,116.4 bhp,5.0,6.158745069063218
Mercedes-Benz New C-Class C 220 CDI Celebration Edition,Delhi,2014,55000,Diesel,Automatic,First,11.78 kmpl,2143 CC,167.62 bhp,5.0,21.7520706636358
Ford Ecosport 1.0 Ecoboost Titanium,Coimbatore,2016,37354,Petrol,Manual,First,18.88 kmpl,999 CC,123.37 bhp,5.0,7.402166048608828
Mercedes-Benz GLE 250d,Delhi,2016,21000,Diesel,Automatic,First,17.9 kmpl,2143 CC,201.15 bhp,5.0,39.06375953596138
BMW 5 Series 2013-2017 520d Luxury Line,Bangalore,2015,66508,Diesel,Automatic,First,18.12 kmpl,1995 CC,190 bhp,5.0,24.036628765235694
Mercedes-Benz GL-Class 350 CDI Blue Efficiency,Hyderabad,2013,88000,Diesel,Automatic,First,11.3 kmpl,2987 CC,254.8 bhp,7.0,34.07870365848116
Toyota Fortuner 4x4 MT TRD Sportivo,Bangalore,2012,52000,Diesel,Manual,First,12.55 kmpl,2982 CC,169 bhp,7.0,16.35504685336531
Mercedes-Benz CLA 200 D Sport Edition,Coimbatore,2017,41372,Diesel,Automatic,First,17.9 kmpl,2143 CC,136 bhp,5.0,19.353980613810247
Skoda Rapid 1.5 TDI AT Ambition,Jaipur,2017,50000,Diesel,Automatic,Second,21.72 kmpl,1498 CC,108.4 bhp,5.0,9.019164153073337
Maruti Swift VDI BSIV,Kolkata,2012,72000,Diesel,Manual,First,17.8 kmpl,1248 CC,null bhp,5.0,4.126964301304646
Honda Amaze S i-Dtech,Kolkata,2013,51637,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,4.590533062126391
Toyota Corolla Altis G,Mumbai,2009,48233,Petrol,Manual,First,14.53 kmpl,1798 CC,138.1 bhp,5.0,3.980024204693393
Hyundai Grand i10 Asta,Chennai,2016,58000,Petrol,Manual,Second,18.9 kmpl,1197 CC,82 bhp,5.0,5.441162425688704
Honda Jazz 1.2 V CVT i VTEC,Chennai,2015,44550,Petrol,Automatic,First,19.0 kmpl,1199 CC,88.7 bhp,5.0,5.811660827498723
Hyundai Verna 1.6 SX,Ahmedabad,2013,60001,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,5.0,6.005975747553332
Toyota Fortuner 4x2 AT,Delhi,2014,150000,Diesel,Automatic,First,12.55 kmpl,2982 CC,168.5 bhp,7.0,22.927598479331788
Mercedes-Benz E-Class 2009-2013 E350 CDI Avantgarde,Delhi,2015,33000,Diesel,Automatic,First,11.5 kmpl,2987 CC,210 bhp,5.0,26.43880042374358
Mahindra TUV 300 P4,Kolkata,2016,27000,Diesel,Manual,First,0.0 kmpl,,,,7.5645111424263565
Volkswagen Polo 1.5 TDI Highline,Jaipur,2015,62766,Diesel,Manual,First,20.14 kmpl,1498 CC,88.8 bhp,5.0,5.47116544066876
Maruti Wagon R LXI BS IV,Delhi,2010,73575,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5.0,2.035609065668586
Honda Amaze SX i-DTEC,Pune,2015,63000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,5.340329885881604
Toyota Innova Crysta 2.8 ZX AT,Jaipur,2017,27270,Diesel,Automatic,First,11.36 kmpl,2755 CC,171.5 bhp,7.0,27.880336574617726
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Bangalore,2016,41737,Diesel,Automatic,First,19.27 kmpl,2143 CC,170 bhp,5.0,32.10383894046248
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2018,28358,Diesel,Automatic,First,19.27 kmpl,2143 CC,167.62 bhp,5.0,32.02142244837931
Maruti Ritz VDi ABS,Pune,2012,75500,Diesel,Manual,Second,21.1 kmpl,1248 CC,73.9 bhp,5.0,2.954067265016286
Honda Jazz 1.2 VX i VTEC,Mumbai,2016,9900,Petrol,Manual,First,18.7 kmpl,1199 CC,88.7 bhp,5.0,5.929618701536431
Honda Brio S MT,Mumbai,2014,17000,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5.0,3.0601701758511384
BMW 5 Series 520d Sedan,Bangalore,2009,150000,Diesel,Automatic,Second,18.48 kmpl,,,,8.79051184724332
Hyundai Creta 1.4 CRDi S Plus,Bangalore,2015,68178,Diesel,Manual,First,21.38 kmpl,1396 CC,88.7 bhp,5.0,6.998910668410793
Hyundai Getz GLE,Hyderabad,2009,52008,Petrol,Manual,First,15.3 kmpl,1341 CC,83 bhp,5.0,1.967065527703482
Chevrolet Beat Diesel LS,Kolkata,2013,76000,Diesel,Manual,First,25.44 kmpl,936 CC,56.3 bhp,5.0,3.0469398562817585
Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,2015,48222,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5.0,22.658898677909384
Hyundai Xcent 1.2 Kappa SX Option,Delhi,2016,100000,Petrol,Manual,First,19.1 kmpl,1197 CC,82 bhp,5.0,3.8349075296860686
Maruti Swift Dzire VDi,Delhi,2010,68000,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,5.0,2.6347017069617094
Mitsubishi Pajero Sport 4X2 AT,Coimbatore,2015,76115,Diesel,Automatic,First,13.5 kmpl,2477 CC,175.56 bhp,7.0,22.535575831126067
Maruti Swift 1.3 VXi,Kolkata,2015,36009,Petrol,Manual,First,16.1 kmpl,,,,6.914078106349232
Toyota Fortuner 4x2 AT,Hyderabad,2013,142000,Diesel,Automatic,First,12.55 kmpl,2982 CC,168.5 bhp,7.0,17.850886418460696
Volvo S60 D5 Kinetic,Hyderabad,2011,70000,Diesel,Automatic,First,13.2 kmpl,2400 CC,215 bhp,5.0,13.930821092111659
Hyundai Creta 1.6 CRDi SX,Coimbatore,2016,34224,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5.0,9.648090888849898
Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,Ahmedabad,2012,50000,Diesel,Automatic,Second,14.21 kmpl,2143 CC,203 bhp,5.0,16.232009610505816
Honda Mobilio V i DTEC,Mumbai,2015,30000,Diesel,Manual,First,24.2 kmpl,1498 CC,98.6 bhp,7.0,5.772852244299454
Renault Captur 1.5 Diesel RXL,Bangalore,2018,22000,Diesel,Manual,First,20.37 kmpl,1461 CC,108.45 bhp,5.0,10.721017540303722
Hyundai EON Sportz,Kolkata,2017,4000,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5.0,3.270778382215184
Volvo XC90 2007-2015 D5 AWD,Delhi,2014,22230,Diesel,Manual,First,11.1 kmpl,2400 CC,200 bhp,7.0,22.476233074026347
Maruti A-Star AT VXI,Bangalore,2011,46000,Petrol,Automatic,First,16.98 kmpl,998 CC,66.1 bhp,5.0,2.6318570191752717
Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Pune,2013,88700,Diesel,Automatic,First,14.21 kmpl,2143 CC,203 bhp,5.0,21.641569443844126
Hyundai Grand i10 Sportz,Hyderabad,2015,56000,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5.0,4.869318689585323
Audi A3 35 TDI Attraction,Ahmedabad,2014,84004,Diesel,Automatic,First,20.38 kmpl,1968 CC,143 bhp,5.0,17.5323663824576
BMW 5 Series 2013-2017 530d M Sport,Bangalore,2015,16000,Diesel,Automatic,First,14.69 kmpl,2993 CC,258 bhp,5.0,39.737208644393455
Mahindra XUV500 W6 2WD,Jaipur,2015,85009,Diesel,Manual,Second,16.0 kmpl,2179 CC,140 bhp,7.0,10.962833978984168
Ford Ecosport 1.0 Ecoboost Titanium,Mumbai,2014,86000,Petrol,Manual,First,18.88 kmpl,999 CC,123.37 bhp,5.0,6.641357681741574
Chevrolet Enjoy TCDi LS 7 Seater,Coimbatore,2015,93442,Diesel,Manual,First,18.2 kmpl,1248 CC,73.8 bhp,7.0,3.80502353490491
Mahindra Scorpio S10 8 Seater,Chennai,2015,65000,Diesel,Manual,First,15.4 kmpl,2179 CC,120 bhp,8.0,9.226982553872734
Hyundai i20 2015-2017 1.2 Magna,Pune,2013,67000,Petrol,Manual,First,18.5 kmpl,1197 CC,80 bhp,5.0,3.5571054229827244
Renault Pulse RxZ,Coimbatore,2014,31513,Diesel,Manual,First,23.08 kmpl,1461 CC,63.12 bhp,5.0,3.409636349051964
Maruti Swift Dzire ZDI,Coimbatore,2017,75724,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5.0,4.5707480495935
Hyundai EON Magna Plus,Kolkata,2013,69000,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5.0,2.530614308306687
Nissan Micra XL,Mumbai,2010,65000,Petrol,Manual,First,18.06 kmpl,1198 CC,75 bhp,5.0,2.420135875094716
Skoda Superb L&K 2.0 TDI AT,Mumbai,2017,27000,Diesel,Automatic,First,18.19 kmpl,1968 CC,174.5 bhp,5.0,30.25639237609391
Maruti Swift VXI,Chennai,2014,56049,Petrol,Manual,First,18.6 kmpl,1197 CC,85.8 bhp,5.0,4.4597668463520606
Skoda Rapid 1.6 TDI Ambition,Pune,2012,96987,Diesel,Manual,First,20.5 kmpl,1598 CC,103.5 bhp,5.0,4.396113122187067
Fiat Punto 1.4 Emotion,Jaipur,2010,65000,Petrol,Manual,Third,14.6 kmpl,,,,3.393158833291313
Hyundai i10 Sportz 1.2,Bangalore,2010,69000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,2.447073078620019
Honda Jazz 1.5 S i DTEC,Bangalore,2015,33500,Diesel,Manual,First,27.3 kmpl,1498 CC,98.6 bhp,5.0,6.243614667662864
Toyota Innova 2.5 VX (Diesel) 8 Seater,Chennai,2012,93000,Diesel,Manual,First,12.99 kmpl,2494 CC,100 bhp,8.0,6.646331466858078
Volvo XC60 D4 SUMMUM,Ahmedabad,2013,64000,Diesel,Automatic,First,14.7 kmpl,1984 CC,181 bhp,5.0,16.98685236843905
Maruti Ciaz ZDi Plus SHVS,Kochi,2017,48045,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5.0,9.058607585394565
Mitsubishi Pajero 2.8 SFX,Hyderabad,2009,94000,Diesel,Manual,First,10.5 kmpl,2835 CC,107.2 bhp,6.0,5.308902013129102
Maruti Alto LXi,Chennai,2011,60000,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5.0,2.102125407265264
Maruti Swift 1.3 VXi,Pune,2010,115000,Petrol,Manual,Second,16.1 kmpl,,,,2.7409660581032003
BMW 3 Series 320d,Bangalore,2011,56000,Diesel,Automatic,First,13.2 kmpl,1995 CC,170 bhp,5.0,10.83513358154404
Hyundai i20 1.4 CRDi Asta,Pune,2012,98472,Diesel,Manual,First,23.0 kmpl,1396 CC,90 bhp,5.0,4.672580946955438
Hyundai Creta 1.6 CRDi SX,Hyderabad,2016,37800,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5.0,9.617809162143772
Maruti Omni 5 Seater BSIV,Coimbatore,2016,63617,Petrol,Manual,First,14.0 kmpl,796 CC,35 bhp,5.0,3.0166487894100547
Hyundai Verna CRDi SX ABS,Ahmedabad,2011,68000,Diesel,Manual,First,18.1 kmpl,1493 CC,110 bhp,5.0,3.485159034754897
Maruti Baleno Sigma 1.2,Kochi,2017,11282,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5.0,6.42809376469411
Honda Amaze S i-Dtech,Chennai,2013,75000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,4.717035337760156
BMW X3 xDrive20d Advantage Edition,Coimbatore,2014,78984,Diesel,Automatic,First,16.09 kmpl,1995 CC,184 bhp,5.0,19.814625997011692
Skoda Superb Style 1.8 TSI AT,Mumbai,2016,71000,Petrol,Automatic,First,14.67 kmpl,1798 CC,177.46 bhp,5.0,22.373020069307017
Honda Brio 1.2 VX MT,Kochi,2014,43814,Petrol,Manual,First,18.5 kmpl,1198 CC,86.8 bhp,5.0,2.7233792015772083
Hyundai i10 Magna,Kolkata,2011,60000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,2.8510214941522065
Hyundai Santro Xing XL,Jaipur,2007,85000,Petrol,Manual,Second,0.0 kmpl,1086 CC,null bhp,5.0,1.5992231244408783
Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,2015,65438,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5.0,21.85003537982575
Renault Duster 85PS Diesel RxL,Mumbai,2014,28215,Diesel,Manual,First,19.87 kmpl,1461 CC,83.8 bhp,5.0,4.435328955830367
Honda WRV i-DTEC VX,Kochi,2019,15053,Diesel,Manual,First,25.5 kmpl,1498 CC,98.6 bhp,5.0,8.412119993108151
Honda Mobilio RS Option i DTEC,Bangalore,2015,38000,Diesel,Manual,First,24.5 kmpl,1498 CC,98.6 bhp,7.0,5.764308259651934
Volkswagen Polo Petrol Highline 1.2L,Kochi,2012,64213,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,5.0,3.5631391417844824
Mercedes-Benz E-Class E 220 d,Delhi,2017,15000,Petrol,Automatic,First,12.6 kmpl,1950 CC,191.34 bhp,5.0,33.78759944741128
Mercedes-Benz S Class 2005 2013 S 350 CDI,Hyderabad,2011,82000,Diesel,Automatic,First,13.5 kmpl,2987 CC,282 bhp,5.0,22.00860479721427
Hyundai Accent GLX,Pune,2009,60000,Petrol,Manual,Second,13.2 kmpl,1495 CC,94 bhp,5.0,1.9795239390205297
Maruti Swift Dzire VXi,Chennai,2012,158000,Petrol,Manual,First,17.5 kmpl,1298 CC,85.8 bhp,5.0,3.2379811821640736
Hyundai i10 Magna,Chennai,2007,73000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,2.0120864435801336
Honda Brio 1.2 S MT,Coimbatore,2013,71601,Petrol,Manual,First,18.5 kmpl,1198 CC,86.8 bhp,5.0,2.5497395226210964
Maruti Ritz VDi,Hyderabad,2015,82328,Diesel,Manual,First,21.1 kmpl,1248 CC,73.9 bhp,5.0,4.770340612082293
Honda Brio 1.2 S MT,Kolkata,2011,38000,Petrol,Manual,First,18.5 kmpl,1198 CC,86.8 bhp,5.0,2.536630810652201
Maruti Swift VXI BSIV,Pune,2014,85000,Petrol,Manual,First,20.4 kmpl,1197 CC,81.80 bhp,5.0,3.989613583232214
Renault Duster 110PS Diesel RxL,Jaipur,2012,116000,Diesel,Manual,First,19.01 kmpl,1461 CC,108.45 bhp,5.0,6.017433388057981
Hyundai Santro Xing GLS,Mumbai,2008,65000,Petrol,Manual,Second,17.92 kmpl,1086 CC,62.1 bhp,5.0,1.8186609728867578
Mahindra KUV 100 G80 K4 Plus 5Str,Chennai,2018,5600,Petrol,Manual,First,18.15 kmpl,1198 CC,82 bhp,5.0,6.584624562668449
Ford Endeavour 3.0L 4X4 AT,Delhi,2012,68000,Diesel,Automatic,First,11.4 kmpl,2953 CC,153.86 bhp,7.0,12.080155321132864
Tata Indica Vista Terra 1.2 Safire BS IV,Kolkata,2010,29300,Petrol,Manual,First,15.8 kmpl,1172 CC,65 bhp,5.0,1.852490443449342
Land Rover Discovery Sport TD4 S,Kochi,2018,23342,Diesel,Automatic,First,12.83 kmpl,2179 CC,147.5 bhp,5.0,32.756416270826016
BMW 3 Series 320d Sport,Coimbatore,2017,41078,Diesel,Automatic,First,22.69 kmpl,1995 CC,190 bhp,5.0,32.68227296292201
Volkswagen Vento 1.5 TDI Highline Plus,Chennai,2014,38000,Diesel,Manual,First,20.64 kmpl,1498 CC,108.49 bhp,5.0,6.66755082731486
Tata Indica Vista TDI LS,Hyderabad,2013,132000,Diesel,Manual,Second,19.4 kmpl,1405 CC,70 bhp,5.0,3.627138449281402
Maruti Alto 800 LXI,Pune,2015,35000,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5.0,2.942051409221662
Ford Figo Diesel LXI,Ahmedabad,2012,80000,Diesel,Manual,First,20.0 kmpl,1399 CC,68 bhp,5.0,2.736245218018655
Ford Fiesta 1.4 SXi TDCi,Kolkata,2009,39408,Diesel,Manual,First,17.8 kmpl,1399 CC,null bhp,5.0,2.155230722886337
Honda Jazz 1.2 V i VTEC,Kolkata,2015,27525,Petrol,Manual,First,18.7 kmpl,1199 CC,88.7 bhp,5.0,5.052905818149194
Hyundai Grand i10 1.2 CRDi Magna,Jaipur,2018,27000,Diesel,Manual,First,24.0 kmpl,1186 CC,73.97 bhp,5.0,6.314440005929847
Skoda Rapid 1.5 TDI Ambition,Pune,2015,82799,Diesel,Manual,First,21.14 kmpl,1498 CC,103.52 bhp,5.0,6.200963429901521
Maruti Ignis 1.2 Alpha,Pune,2017,8000,Petrol,Manual,First,20.89 kmpl,1197 CC,81.80 bhp,5.0,6.055953914403457
Toyota Fortuner 4x2 AT,Mumbai,2014,46000,Diesel,Automatic,Second,12.55 kmpl,2982 CC,168.5 bhp,7.0,25.603711054684993
Hyundai Verna 1.6 CRDI,Pune,2012,98000,Diesel,Manual,First,22.32 kmpl,1582 CC,126.3 bhp,5.0,5.897840520167075
Hyundai EON Era Plus,Coimbatore,2016,47924,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5.0,3.375163505738403
Ford Ecosport 1.5 Ti VCT AT Titanium,Chennai,2013,39000,Petrol,Automatic,First,16.5 kmpl,1499 CC,110 bhp,5.0,6.592657667339581
Hyundai Grand i10 Asta Option,Coimbatore,2017,33601,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5.0,6.00330783437241
Hyundai Creta 1.6 SX Automatic Diesel,Pune,2015,85000,Diesel,Automatic,First,17.6 kmpl,1582 CC,126.2 bhp,5.0,9.606819061547174
Toyota Corolla Altis G,Pune,2012,54000,Petrol,Manual,First,14.53 kmpl,1798 CC,138.1 bhp,5.0,6.258868190479309
Maruti Vitara Brezza ZDi,Pune,2017,35000,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,9.087652132911975
Volkswagen CrossPolo 1.2 TDI,Hyderabad,2013,80020,Diesel,Manual,Second,22.07 kmpl,1199 CC,74 bhp,5.0,3.8342696262338967
Ford Ikon 1.4 ZXi,Chennai,2005,87500,Petrol,Manual,Second,13.8 kmpl,1399 CC,68 bhp,5.0,0.9237503973632799
Honda Mobilio V i VTEC,Mumbai,2015,59500,Petrol,Manual,First,17.3 kmpl,1497 CC,117.3 bhp,7.0,5.405620892187142
Honda Mobilio S i DTEC,Hyderabad,2015,76000,Diesel,Manual,First,24.2 kmpl,1498 CC,98.6 bhp,7.0,5.780863047203786
Porsche Cayenne Diesel,Bangalore,2014,43000,Diesel,Automatic,Second,15.15 kmpl,2967 CC,240 bhp,5.0,35.76422157886203
Honda Amaze E i-Vtech,Kochi,2015,41850,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5.0,3.7510516105190224
Audi A3 35 TDI Premium Plus,Hyderabad,2015,52300,Diesel,Automatic,First,20.38 kmpl,1968 CC,143 bhp,5.0,17.07267976060031
Mahindra XUV500 W6 2WD,Pune,2013,31924,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7.0,7.933169381565969
Hyundai Verna Transform SX VGT CRDi BS III,Coimbatore,2014,77914,Diesel,Manual,First,16.2 kmpl,1493 CC,110 bhp,5.0,6.513165260798295
Ford Ecosport 1.5 DV5 MT Trend,Pune,2013,70000,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5.0,6.5758581635128355
Maruti Alto LXi,Chennai,2010,94385,Petrol,Manual,Second,19.7 kmpl,796 CC,46.3 bhp,5.0,1.6648425422141573
Renault Pulse RxZ,Jaipur,2012,57000,Diesel,Manual,Second,23.08 kmpl,1461 CC,63.12 bhp,5.0,3.0489231319281522
Hyundai EON 1.0 Kappa Magna Plus,Coimbatore,2016,27039,Petrol,Manual,First,20.3 kmpl,998 CC,68.05 bhp,5.0,3.1189470035016242
Honda Amaze SX i-VTEC,Delhi,2015,11000,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5.0,3.970522565317995
Volkswagen Vento 1.5 TDI Highline Plus AT,Jaipur,2016,57669,Diesel,Automatic,First,21.5 kmpl,1498 CC,108.5 bhp,5.0,8.327946863415654
Toyota Fortuner 3.0 Diesel,Pune,2011,124000,Diesel,Manual,First,11.5 kmpl,2982 CC,171 bhp,7.0,11.517101135487993
Maruti SX4 S Cross DDiS 200 Zeta,Mumbai,2017,29500,Diesel,Manual,First,23.65 kmpl,1248 CC,88.5 bhp,5.0,8.810735020029053
